#DataThief /Users/bettyhu/Desktop/Screen Shot 2017-07-09 at 8.18.44 PM.png Sunday 9-Jul-2017 8:34:48 PM
0.9945, 5.6748e-5
1.0055, 5.6748e-5
1.0165, 5.7341e-5
1.0275, 5.794e-5
1.0385, 5.8546e-5
1.0495, 5.9157e-5
1.0604, 5.9776e-5
1.0714, 6.04e-5
1.0824, 6.1031e-5
1.0934, 6.1669e-5
1.1044, 6.2314e-5
1.1154, 6.2965e-5
1.1264, 6.3623e-5
1.1264, 6.4287e-5
1.1374, 6.4287e-5
1.1484, 6.4959e-5
1.1484, 6.5638e-5
1.1484, 6.6324e-5
1.1593, 6.7017e-5
1.1703, 6.7717e-5
1.1813, 6.8425e-5
1.1923, 6.914e-5
1.2033, 6.9862e-5
1.2143, 7.0592e-5
1.2253, 7.133e-5
1.2253, 7.2076e-5
1.2363, 7.2829e-5
1.2473, 7.359e-5
1.2582, 7.4359e-5
1.2692, 7.5136e-5
1.2802, 7.5921e-5
1.2912, 7.6714e-5
1.3022, 7.7516e-5
1.3132, 7.7516e-5
1.3242, 7.7516e-5
1.3242, 7.8326e-5
1.3352, 7.8326e-5
1.3462, 7.9144e-5
1.3571, 7.9971e-5
1.3681, 8.0807e-5
1.3791, 8.1651e-5
1.3901, 8.2505e-5
1.4011, 8.3367e-5
1.4121, 8.4238e-5
1.4121, 8.5118e-5
1.4231, 8.6008e-5
1.4341, 8.6906e-5
1.4451, 8.7815e-5
1.456, 8.8732e-5
1.456, 8.9659e-5
1.456, 9.0596e-5
1.467, 9.1543e-5
1.478, 9.25e-5
1.4889, 9.3466e-5
1.5, 9.4443e-5
1.511, 9.543e-5
1.522, 9.6427e-5
1.533, 9.7435e-5
1.544, 9.8453e-5
1.5549, 9.9482e-5
1.5659, 1.0052e-4
1.5769, 1.0157e-4
1.5878, 1.0263e-4
1.5989, 1.0371e-4
1.6099, 1.0479e-4
1.6209, 1.0479e-4
1.6319, 1.0479e-4
1.6429, 1.0588e-4
1.6538, 1.0699e-4
1.6648, 1.0811e-4
1.6758, 1.0924e-4
1.6867, 1.1038e-4
1.6978, 1.1153e-4
1.7088, 1.127e-4
1.7198, 1.1388e-4
1.7308, 1.1507e-4
1.7418, 1.1627e-4
1.7527, 1.1748e-4
1.7637, 1.1871e-4
1.7747, 1.1995e-4
1.7856, 1.2121e-4
1.7967, 1.2121e-4
1.7967, 1.2247e-4
1.8077, 1.2247e-4
1.8077, 1.2375e-4
1.8187, 1.2375e-4
1.8296, 1.2504e-4
1.8407, 1.2635e-4
1.8516, 1.2767e-4
1.8626, 1.2901e-4
1.8736, 1.2901e-4
1.8846, 1.3035e-4
1.8956, 1.3172e-4
1.9066, 1.3309e-4
1.9176, 1.3448e-4
1.9285, 1.3589e-4
1.9396, 1.3589e-4
1.9505, 1.3731e-4
1.9615, 1.3874e-4
1.9725, 1.4019e-4
1.9835, 1.4019e-4
1.9945, 1.4166e-4
2.0055, 1.4314e-4
2.0165, 1.4314e-4
2.0275, 1.4463e-4
2.0385, 1.4615e-4
2.0495, 1.4615e-4
2.0604, 1.4767e-4
2.0714, 1.4922e-4
2.0824, 1.4922e-4
2.0934, 1.5078e-4
2.1044, 1.5235e-4
2.1154, 1.5394e-4
2.1264, 1.5394e-4
2.1374, 1.5555e-4
2.1484, 1.5555e-4
2.1593, 1.5718e-4
2.1703, 1.5882e-4
2.1813, 1.5882e-4
2.1923, 1.6048e-4
2.2033, 1.6048e-4
2.2143, 1.6216e-4
2.2253, 1.6385e-4
2.2363, 1.6385e-4
2.2473, 1.6556e-4
2.2582, 1.6556e-4
2.2692, 1.6729e-4
2.2802, 1.6729e-4
2.2912, 1.6904e-4
2.3022, 1.6904e-4
2.3132, 1.7081e-4
2.3242, 1.7081e-4
2.3352, 1.7259e-4
2.3462, 1.7259e-4
2.3571, 1.7259e-4
2.3681, 1.744e-4
2.3791, 1.744e-4
2.3901, 1.7622e-4
2.4011, 1.7622e-4
2.4121, 1.7806e-4
2.4231, 1.7806e-4
2.4341, 1.7992e-4
2.4451, 1.7992e-4
2.456, 1.818e-4
2.467, 1.818e-4
2.478, 1.837e-4
2.4889, 1.837e-4
2.5, 1.837e-4
2.511, 1.8562e-4
2.522, 1.8562e-4
2.533, 1.8756e-4
2.544, 1.8756e-4
2.5549, 1.8756e-4
2.5659, 1.8952e-4
2.5769, 1.8952e-4
2.5878, 1.915e-4
2.5989, 1.915e-4
2.6099, 1.935e-4
2.6209, 1.935e-4
2.6319, 1.935e-4
2.6429, 1.9552e-4
2.6538, 1.9552e-4
2.6648, 1.9552e-4
2.6758, 1.9757e-4
2.6867, 1.9757e-4
2.6978, 1.9963e-4
2.7088, 1.9963e-4
2.7198, 1.9963e-4
2.7308, 2.0172e-4
2.7418, 2.0172e-4
2.7527, 2.0172e-4
2.7637, 2.0382e-4
2.7747, 2.0382e-4
2.7856, 2.0595e-4
2.7967, 2.0595e-4
2.8077, 2.0595e-4
2.8187, 2.0811e-4
2.8296, 2.0811e-4
2.8407, 2.1028e-4
2.8516, 2.1028e-4
2.8626, 2.1028e-4
2.8736, 2.1248e-4
2.8846, 2.1248e-4
2.8956, 2.1248e-4
2.9066, 2.147e-4
2.9176, 2.147e-4
2.9285, 2.1694e-4
2.9396, 2.1694e-4
2.9505, 2.1694e-4
2.9615, 2.1921e-4
2.9725, 2.1921e-4
2.9835, 2.1921e-4
2.9945, 2.215e-4
3.0055, 2.215e-4
3.0165, 2.2381e-4
3.0275, 2.2381e-4
3.0385, 2.2381e-4
3.0495, 2.2615e-4
3.0604, 2.2615e-4
3.0714, 2.2615e-4
3.0824, 2.2852e-4
3.0934, 2.2852e-4
3.1044, 2.309e-4
3.1154, 2.309e-4
3.1264, 2.309e-4
3.1374, 2.3332e-4
3.1484, 2.3332e-4
3.1593, 2.3332e-4
3.1703, 2.3575e-4
3.1813, 2.3575e-4
3.1923, 2.3575e-4
3.2033, 2.3822e-4
3.2143, 2.3822e-4
3.2253, 2.3822e-4
3.2363, 2.4071e-4
3.2473, 2.4071e-4
3.2582, 2.4071e-4
3.2692, 2.4322e-4
3.2802, 2.4322e-4
3.2912, 2.4322e-4
3.3022, 2.4576e-4
3.3132, 2.4576e-4
3.3242, 2.4576e-4
3.3352, 2.4833e-4
3.3462, 2.4833e-4
3.3571, 2.4833e-4
3.3681, 2.5093e-4
3.3791, 2.5093e-4
3.3901, 2.5093e-4
3.4011, 2.5093e-4
3.4121, 2.5355e-4
3.4231, 2.5355e-4
3.4341, 2.5355e-4
3.4451, 2.562e-4
3.456, 2.562e-4
3.467, 2.562e-4
3.478, 2.5888e-4
3.4889, 2.5888e-4
3.5, 2.5888e-4
3.511, 2.6158e-4
3.522, 2.6158e-4
3.533, 2.6158e-4
3.544, 2.6158e-4
3.5549, 2.6432e-4
3.5659, 2.6432e-4
3.5769, 2.6432e-4
3.5878, 2.6708e-4
3.5989, 2.6708e-4
3.6099, 2.6708e-4
3.6209, 2.6987e-4
3.6319, 2.6987e-4
3.6429, 2.6987e-4
3.6538, 2.6987e-4
3.6648, 2.7269e-4
3.6758, 2.7269e-4
3.6867, 2.7269e-4
3.6978, 2.7554e-4
3.7088, 2.7554e-4
3.7198, 2.7554e-4
3.7308, 2.7554e-4
3.7418, 2.7842e-4
3.7527, 2.7842e-4
3.7637, 2.7842e-4
3.7747, 2.7842e-4
3.7856, 2.8133e-4
3.7967, 2.8133e-4
3.8077, 2.8133e-4
3.8187, 2.8427e-4
3.8296, 2.8427e-4
3.8407, 2.8427e-4
3.8516, 2.8427e-4
3.8626, 2.8724e-4
3.8736, 2.8724e-4
3.8846, 2.8724e-4
3.8956, 2.8724e-4
3.9066, 2.9024e-4
3.9176, 2.9024e-4
3.9285, 2.9024e-4
3.9396, 2.9024e-4
3.9505, 2.9327e-4
3.9615, 2.9327e-4
3.9725, 2.9327e-4
3.9835, 2.9634e-4
3.9945, 2.9634e-4
4.0055, 2.9634e-4
4.0165, 2.9634e-4
4.0275, 2.9943e-4
4.0385, 2.9943e-4
4.0495, 2.9943e-4
4.0604, 2.9943e-4
4.0714, 3.0256e-4
4.0824, 3.0256e-4
4.0934, 3.0256e-4
4.1044, 3.0572e-4
4.1154, 3.0572e-4
4.1264, 3.0572e-4
4.1374, 3.0572e-4
4.1484, 3.0892e-4
4.1593, 3.0892e-4
4.1703, 3.0892e-4
4.1813, 3.0892e-4
4.1923, 3.1215e-4
4.2033, 3.1215e-4
4.2143, 3.1215e-4
4.2253, 3.1215e-4
4.2363, 3.1541e-4
4.2473, 3.1541e-4
4.2582, 3.1541e-4
4.2692, 3.1541e-4
4.2802, 3.187e-4
4.2912, 3.187e-4
4.3022, 3.187e-4
4.3132, 3.187e-4
4.3242, 3.2203e-4
4.3352, 3.2203e-4
4.3462, 3.2203e-4
4.3571, 3.2203e-4
4.3681, 3.254e-4
4.3791, 3.254e-4
4.3901, 3.254e-4
4.4011, 3.254e-4
4.4121, 3.288e-4
4.4231, 3.288e-4
